SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,Remark
190,4,W41709551013573-akK0O,Pichkari Tree,Spathodea campanulata,19.30421378,76.49342738,72,41,10_50,32,Good,Ward 4,Pravin More,Good
191,4,W41709551021469-akK0O,Pichkari Tree,Spathodea campanulata,19.30426947,76.49327349,52,30,10_50,23,Good,Ward 4,Pravin More,Good
192,4,W41709551023573-akK0O,Pichkari Tree,Spathodea campanulata,19.30430143,76.49317525,65,37,10_50,29,Good,Ward 4,Pravin More,Good
193,4,W41709551025291-akK0O,Pichkari Tree,Spathodea campanulata,19.30434383,76.49304952,62,35,10_50,28,Good,Ward 4,Pravin More,Good
194,4,W41709551026624-akK0O,Pichkari Tree,Spathodea campanulata,19.30436313,76.49292413,62,35,10_50,28,Good,Ward 4,Pravin More,Good
195,4,W41709551028501-akK0O,Pichkari Tree,Spathodea campanulata,19.30441313,76.49278063,47,27,10_50,21,Good,Ward 4,Pravin More,Good
196,4,W41709551029683-akK0O,Pichkari Tree,Spathodea campanulata,19.30443053,76.49271458,48,27,10_50,22,Good,Ward 4,Pravin More,Good
197,4,W41709551030237-akK0O,Pichkari Tree,Spathodea campanulata,19.30444034,76.4926539,41,23,10_50,18,Good,Ward 4,Pravin More,Good
198,4,W41709551031658-akK0O,Pichkari Tree,Spathodea campanulata,19.30446692,76.4925741,49,28,10_50,22,Good,Ward 4,Pravin More,Good
199,4,W41709551034234-akK0O,Pichkari Tree,Spathodea campanulata,19.30454286,76.49266798,51,29,10_50,23,Good,Ward 4,Pravin More,Good
200,4,W41709551034998-akK0O,Pichkari Tree,Spathodea campanulata,19.30452134,76.49269614,58,33,10_50,26,Good,Ward 4,Pravin More,Good
201,4,W41709551036364-akK0O,Pichkari Tree,Spathodea campanulata,19.30451058,76.49274778,59,34,10_50,26,Good,Ward 4,Pravin More,Good
202,4,W41709551036953-akK0O,Pichkari Tree,Spathodea campanulata,19.30450521,76.49278902,50,29,10_50,22,Good,Ward 4,Pravin More,Good
203,4,W41709551038650-akK0O,Pichkari Tree,Spathodea campanulata,19.30445964,76.49287988,58,33,10_50,26,Good,Ward 4,Pravin More,Good
204,4,W41709551039221-akK0O,Pichkari Tree,Spathodea campanulata,19.30444698,76.49292614,65,37,10_50,29,Good,Ward 4,Pravin More,Good
205,4,W41709551039885-akK0O,Pichkari Tree,Spathodea campanulata,19.30443433,76.49295967,62,35,10_50,28,Good,Ward 4,Pravin More,Good
206,4,W41709551041095-akK0O,Pichkari Tree,Spathodea campanulata,19.30442072,76.49301533,45,26,10_50,20,Good,Ward 4,Pravin More,Good
207,4,W41709551041761-akK0O,Pichkari Tree,Spathodea campanulata,19.3044068,76.49305254,57,33,10_50,26,Good,Ward 4,Pravin More,Good
208,4,W41709551043131-akK0O,Pichkari Tree,Spathodea campanulata,19.30437579,76.4931434,54,31,10_50,24,Good,Ward 4,Pravin More,Good
209,4,W41709551043763-akK0O,Pichkari Tree,Spathodea campanulata,19.30436376,76.49319168,62,35,10_50,28,Good,Ward 4,Pravin More,Good
210,4,W41709551044983-akK0O,Pichkari Tree,Spathodea campanulata,19.30435775,76.49324667,74,42,10_50,33,Good,Ward 4,Pravin More,Good
211,4,W41709551045556-akK0O,Pichkari Tree,Spathodea campanulata,19.30433813,76.49333015,72,41,10_50,32,Good,Ward 4,Pravin More,Good
212,4,W41709551046842-akK0O,Pichkari Tree,Spathodea campanulata,19.30429573,76.49342772,52,30,10_50,23,Good,Ward 4,Pravin More,Good
213,4,W41709551048800-akK0O,Pichkari Tree,Spathodea campanulata,19.30426978,76.49351489,65,37,10_50,29,Good,Ward 4,Pravin More,Good
214,4,W41709551052258-akK0O,Pichkari Tree,Spathodea campanulata,19.30425966,76.49354976,62,35,10_50,28,Good,Ward 4,Pravin More,Good
215,4,W41709551052975-akK0O,Pichkari Tree,Spathodea campanulata,19.30423846,76.4936386,62,35,10_50,28,Good,Ward 4,Pravin More,Good
216,4,W41709551054820-akK0O,Pichkari Tree,Spathodea campanulata,19.30422359,76.49371304,53,30,10_50,24,Good,Ward 4,Pravin More,Good
217,4,W41709551114538-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30412138,76.49353232,47,27,10_50,21,Good,Ward 4,Pravin More,Good
218,4,W41709551114918-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30415587,76.49347264,48,27,10_50,22,Good,Ward 4,Pravin More,Good
219,4,W41709551115226-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30413878,76.49340425,41,23,10_50,18,Good,Ward 4,Pravin More,Good
220,4,W41709551116237-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30418751,76.49337944,49,28,10_50,22,Good,Ward 4,Pravin More,Good
221,4,W41709551118307-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30412581,76.49330266,59,34,10_50,26,Good,Ward 4,Pravin More,Good
222,4,W41709551121227-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30413784,76.49335798,50,29,10_50,22,Good,Ward 4,Pravin More,Good
223,4,W41709551123041-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30411853,76.49344917,58,33,10_50,26,Good,Ward 4,Pravin More,Good
224,4,W41709551125937-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30412866,76.49319235,65,37,10_50,29,Good,Ward 4,Pravin More,Good
225,4,W41709551127181-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30415397,76.49312295,62,35,10_50,28,Good,Ward 4,Pravin More,Good
226,4,W41709551140273-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30437389,76.49375092,65,37,10_50,29,Good,Ward 4,Pravin More,Good
227,4,W41709551141167-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30433465,76.49374824,58,33,10_50,26,Good,Ward 4,Pravin More,Good
228,4,W41709551142248-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30430776,76.49380658,52,30,10_50,23,Good,Ward 4,Pravin More,Good
229,4,W41709551142960-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30424289,76.49382267,49,28,10_50,22,Good,Ward 4,Pravin More,Good
230,4,W41709551143610-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30426852,76.49375528,45,26,10_50,20,Good,Ward 4,Pravin More,Good
231,4,W41709551145224-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30428877,76.49365101,72,41,10_50,32,Good,Ward 4,Pravin More,Good
232,4,W41709551150070-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30429099,76.49356987,52,30,10_50,23,Good,Ward 4,Pravin More,Good
233,4,W41709551150516-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30431662,76.49348538,65,37,10_50,29,Good,Ward 4,Pravin More,Good
234,4,W41709551152243-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30432642,76.49343006,62,35,10_50,28,Good,Ward 4,Pravin More,Good
235,4,W41709551152941-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30435174,76.49338882,62,35,10_50,28,Good,Ward 4,Pravin More,Good
236,4,W41709551154927-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30438465,76.49321347,53,30,10_50,24,Good,Ward 4,Pravin More,Good
237,4,W41709551155396-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30439952,76.49317592,47,27,10_50,21,Good,Ward 4,Pravin More,Good
238,4,W41709551156038-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3044223,76.49313804,48,27,10_50,22,Good,Ward 4,Pravin More,Good
239,4,W41709551170485-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30443876,76.493189,41,23,10_50,18,Good,Ward 4,Pravin More,Good
240,4,W41709551170922-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30447609,76.49318129,49,28,10_50,22,Good,Ward 4,Pravin More,Good
241,4,W41709551171310-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30445458,76.49320677,51,29,10_50,23,Good,Ward 4,Pravin More,Good
242,4,W41709551172474-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30452324,76.49324533,59,34,10_50,26,Good,Ward 4,Pravin More,Good
243,4,W41709551173628-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30454729,76.49326008,50,29,10_50,22,Good,Ward 4,Pravin More,Good
244,4,W41709551181337-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30444034,76.4930512,58,33,10_50,26,Good,Ward 4,Pravin More,Good
245,4,W41709551182872-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30445996,76.49295732,65,37,10_50,29,Good,Ward 4,Pravin More,Good
246,4,W41709551184713-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30449381,76.49289764,62,35,10_50,28,Good,Ward 4,Pravin More,Good
247,4,W41709551305528-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30416505,76.49273973,65,37,10_50,29,Good,Ward 4,Pravin More,Good
248,4,W41709551306072-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30417391,76.49280511,58,33,10_50,26,Good,Ward 4,Pravin More,Good
249,4,W41709551306623-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3042103,76.49278164,52,30,10_50,23,Good,Ward 4,Pravin More,Good
250,4,W41709551307349-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30422264,76.49273437,49,28,10_50,22,Good,Ward 4,Pravin More,Good
251,4,W41709551307763-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30425586,76.49277493,45,26,10_50,20,Good,Ward 4,Pravin More,Good
252,4,W41709551310797-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3042777,76.49280913,57,33,10_50,26,Good,Ward 4,Pravin More,Good
253,4,W41709551311420-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30431598,76.49281349,54,31,10_50,24,Good,Ward 4,Pravin More,Good
254,4,W41709551312152-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30419099,76.49268106,62,35,10_50,28,Good,Ward 4,Pravin More,Good
255,4,W41709551313212-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3042296,76.49269111,72,41,10_50,32,Good,Ward 4,Pravin More,Good
256,4,W41709551314257-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30425491,76.49271492,65,37,10_50,29,Good,Ward 4,Pravin More,Good
257,4,W41709551314695-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30427643,76.4926824,62,35,10_50,28,Good,Ward 4,Pravin More,Good
258,4,W41709551315901-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30431187,76.49276085,53,30,10_50,24,Good,Ward 4,Pravin More,Good
259,4,W41709551323642-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30434699,76.4927756,48,27,10_50,22,Good,Ward 4,Pravin More,Good
260,4,W41709551324718-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30435554,76.49271425,41,23,10_50,18,Good,Ward 4,Pravin More,Good
261,4,W41709551325203-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30430649,76.49267972,49,28,10_50,22,Good,Ward 4,Pravin More,Good
262,4,W41709551325838-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30438876,76.49273369,51,29,10_50,23,Good,Ward 4,Pravin More,Good
263,4,W41709551326493-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30433877,76.49265826,58,33,10_50,26,Good,Ward 4,Pravin More,Good
264,4,W41709551327115-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3044049,76.49269648,59,34,10_50,26,Good,Ward 4,Pravin More,Good
265,4,W41709551328371-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30436693,76.49267972,58,33,10_50,26,Good,Ward 4,Pravin More,Good
266,4,W41709551329669-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30440964,76.49264853,65,37,10_50,29,Good,Ward 4,Pravin More,Good
267,4,W41709551330467-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30437167,76.49265055,62,35,10_50,28,Good,Ward 4,Pravin More,Good
268,4,W41709551332610-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30427137,76.49262406,65,37,10_50,29,Good,Ward 4,Pravin More,Good
269,4,W41709551333357-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30430079,76.49262372,62,35,10_50,28,Good,Ward 4,Pravin More,Good
270,4,W41709551334027-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30424384,76.4926073,65,37,10_50,29,Good,Ward 4,Pravin More,Good
271,4,W41709551334662-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30418878,76.49263512,58,33,10_50,26,Good,Ward 4,Pravin More,Good
272,4,W41709551335227-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30423308,76.49257846,52,30,10_50,23,Good,Ward 4,Pravin More,Good
273,4,W41709551335881-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30421979,76.49252582,49,28,10_50,22,Good,Ward 4,Pravin More,Good
274,4,W41709551336574-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30426092,76.49258818,45,26,10_50,20,Good,Ward 4,Pravin More,Good
275,4,W41709551337908-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30433402,76.49260662,54,31,10_50,24,Good,Ward 4,Pravin More,Good
276,4,W41709551338510-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30436313,76.49261802,62,35,10_50,28,Good,Ward 4,Pravin More,Good
277,4,W41709551340582-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30442958,76.49261836,74,42,10_50,33,Good,Ward 4,Pravin More,Good
278,4,W41709551341245-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30439857,76.49261869,72,41,10_50,32,Good,Ward 4,Pravin More,Good
279,4,W41709551344526-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30442673,76.49258886,52,30,10_50,23,Good,Ward 4,Pravin More,Good
280,4,W41709551347507-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30433149,76.49257511,62,35,10_50,28,Good,Ward 4,Pravin More,Good
281,4,W41709551348187-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30428561,76.49256036,53,30,10_50,24,Good,Ward 4,Pravin More,Good
282,4,W41709551349516-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30425808,76.49253085,47,27,10_50,21,Good,Ward 4,Pravin More,Good
283,4,W41709551350196-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3042334,76.49249699,48,27,10_50,22,Good,Ward 4,Pravin More,Good
284,4,W41709551350852-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3042913,76.49250403,41,23,10_50,18,Good,Ward 4,Pravin More,Good
285,4,W41709551351514-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30432358,76.49253991,49,28,10_50,22,Good,Ward 4,Pravin More,Good
286,4,W41709551352981-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30435775,76.49255935,51,29,10_50,23,Good,Ward 4,Pravin More,Good
287,4,W41709551353750-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30438876,76.49256404,58,33,10_50,26,Good,Ward 4,Pravin More,Good
288,4,W41709551354515-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3044204,76.49256136,59,34,10_50,26,Good,Ward 4,Pravin More,Good
289,4,W41709551356664-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30434952,76.49250872,26,15,10_50,12,Good,Ward 4,Pravin More,Good
290,4,W41709551358609-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30431567,76.49249129,27,15,10_50,12,Good,Ward 4,Pravin More,Good
291,4,W41709551359388-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30426441,76.49247754,42,24,10_50,19,Good,Ward 4,Pravin More,Good
292,4,W41709551385063-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3045321,76.4928098,49,28,10_50,22,Good,Ward 4,Pravin More,Good
293,4,W41709551385726-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30456628,76.49266295,45,26,10_50,20,Good,Ward 4,Pravin More,Good
294,4,W41709551386848-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30459064,76.49269447,74,42,10_50,33,Good,Ward 4,Pravin More,Good
295,4,W41709551389835-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30454602,76.49277728,72,41,10_50,32,Good,Ward 4,Pravin More,Good
296,4,W41709551390504-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30457767,76.49281785,52,30,10_50,23,Good,Ward 4,Pravin More,Good
297,4,W41709551393208-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30461247,76.49273369,62,35,10_50,28,Good,Ward 4,Pravin More,Good
298,4,W41709551394300-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30459444,76.49266329,53,30,10_50,24,Good,Ward 4,Pravin More,Good
299,4,W41709551395039-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3046226,76.4926767,47,27,10_50,21,Good,Ward 4,Pravin More,Good
300,4,W41709551395755-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30462798,76.49270687,48,27,10_50,22,Good,Ward 4,Pravin More,Good
301,4,W41709551396385-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30461975,76.49284165,41,23,10_50,18,Good,Ward 4,Pravin More,Good
302,4,W41709551396873-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30463526,76.49280276,49,28,10_50,22,Good,Ward 4,Pravin More,Good
303,4,W41709551400866-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30473366,76.49271592,51,29,10_50,23,Good,Ward 4,Pravin More,Good
304,4,W41709551401376-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30475645,76.49285875,58,33,10_50,26,Good,Ward 4,Pravin More,Good
305,4,W41709551401895-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30480075,76.49282925,59,34,10_50,26,Good,Ward 4,Pravin More,Good
306,4,W41709551402616-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30482385,76.49285171,50,29,10_50,22,Good,Ward 4,Pravin More,Good
307,4,W41709551403119-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30484631,76.49280544,58,33,10_50,26,Good,Ward 4,Pravin More,Good
308,4,W41709551403817-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30485454,76.49284702,65,37,10_50,29,Good,Ward 4,Pravin More,Good
309,4,W41709551406001-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30479062,76.49268072,65,37,10_50,29,Good,Ward 4,Pravin More,Good
310,4,W41709551406608-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30478176,76.49275012,58,33,10_50,26,Good,Ward 4,Pravin More,Good
311,4,W41709551407245-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30481277,76.49270855,52,30,10_50,23,Good,Ward 4,Pravin More,Good
312,4,W41709551409000-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30484441,76.49273369,45,26,10_50,20,Good,Ward 4,Pravin More,Good
313,4,W41709551410896-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30476151,76.49262976,72,41,10_50,32,Good,Ward 4,Pravin More,Good
314,4,W41709551413222-akK0O,Gum Arabic Tree,Vachellia nilotica,19.3048346,76.4925741,62,35,10_50,28,Good,Ward 4,Pravin More,Good
315,4,W41709551414088-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30475075,76.49259523,62,35,10_50,28,Good,Ward 4,Pravin More,Good
316,4,W41709551416045-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30478398,76.49255667,47,27,10_50,21,Good,Ward 4,Pravin More,Good
317,4,W41709551416954-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30473271,76.49256337,48,27,10_50,22,Good,Ward 4,Pravin More,Good
318,4,W41709551420327-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30467513,76.49255734,41,23,10_50,18,Good,Ward 4,Pravin More,Good
319,4,W41709551421204-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30469063,76.49252918,49,28,10_50,22,Good,Ward 4,Pravin More,Good
320,4,W41709551425221-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30458748,76.49251811,58,33,10_50,26,Good,Ward 4,Pravin More,Good
321,4,W41709551425887-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30462798,76.49249934,59,34,10_50,26,Good,Ward 4,Pravin More,Good
322,4,W41709551426573-akK0O,Gum Arabic Tree,Vachellia nilotica,19.304584,76.49249397,50,29,10_50,22,Good,Ward 4,Pravin More,Good
323,4,W41709551427202-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30463779,76.4924695,58,33,10_50,26,Good,Ward 4,Pravin More,Good
324,4,W41709551428357-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30465139,76.4924353,62,35,10_50,28,Good,Ward 4,Pravin More,Good
325,4,W41709551428896-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30462893,76.4924125,65,37,10_50,29,Good,Ward 4,Pravin More,Good
326,4,W41709551446701-akK0O,Neem Tree,Azadirachta indica,19.30467829,76.4932926,58,33,10_50,26,Good,Ward 4,Pravin More,Good
327,4,W41709551510393-akK0O,Indian-almond Tree,Terminalia catappa,19.30455488,76.49257544,52,30,2_5,23,Good,Ward 4,Pravin More,Good
328,4,W41709551528575-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30429921,76.49242524,49,28,2_5,22,Good,Ward 4,Pravin More,Good
329,4,W41709551529375-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30431851,76.49245374,45,26,2_5,20,Good,Ward 4,Pravin More,Good
330,4,W41709551530154-akK0O,Gum Arabic Tree,Vachellia nilotica,19.30434952,76.49246749,57,33,2_5,26,Good,Ward 4,Pravin More,Good
331,4,W41709551536774-akK0O,Coconut Tree,Cocos nucifera,19.3043625,76.49243496,54,31,2_5,24,Good,Ward 4,Pravin More,Good
332,4,W41709551537816-akK0O,Coconut Tree,Cocos nucifera,19.30439509,76.49246279,62,35,2_5,28,Good,Ward 4,Pravin More,Good
333,4,W41709551631782-akK0O,Pichkari Tree,Spathodea campanulata,19.30455963,76.49221938,74,42,2_5,33,Good,Ward 4,Pravin More,Good
334,4,W41709551635314-akK0O,Pichkari Tree,Spathodea campanulata,19.30461279,76.4923203,72,41,2_5,32,Good,Ward 4,Pravin More,Good
335,4,W41709551639371-akK0O,Pichkari Tree,Spathodea campanulata,19.30464127,76.49224989,52,30,2_5,23,Good,Ward 4,Pravin More,Good
336,4,W41709551667091-akK0O,Gulmohar Tree,Delonix regia,19.30461722,76.49200078,65,37,2_5,29,Good,Ward 4,Pravin More,Good
337,4,W41709551667777-akK0O,Gulmohar Tree,Delonix regia,19.30455805,76.49233203,62,35,2_5,28,Good,Ward 4,Pravin More,Good
338,4,W41709551669502-akK0O,Gulmohar Tree,Delonix regia,19.30467418,76.49211477,48,27,2_5,22,Good,Ward 4,Pravin More,Good
339,4,W41709551670316-akK0O,Gulmohar Tree,Delonix regia,19.30465709,76.49217848,41,23,2_5,18,Good,Ward 4,Pravin More,Good
340,4,W41709551674427-akK0O,Gulmohar Tree,Delonix regia,19.30472702,76.49192166,49,28,2_5,22,Good,Ward 4,Pravin More,Good
341,4,W41709551675436-akK0O,Gulmohar Tree,Delonix regia,19.3047517,76.49179492,65,37,2_5,29,Good,Ward 4,Pravin More,Good
342,4,W41709551676919-akK0O,Gulmohar Tree,Delonix regia,19.3047903,76.49166483,62,35,2_5,28,Good,Ward 4,Pravin More,Good
343,4,W41709551677571-akK0O,Gulmohar Tree,Delonix regia,19.30482385,76.49154313,45,26,2_5,20,Good,Ward 4,Pravin More,Good
344,4,W41709551679336-akK0O,Gulmohar Tree,Delonix regia,19.30487257,76.49144221,57,33,2_5,26,Good,Ward 4,Pravin More,Good
345,4,W41709551681030-akK0O,Gulmohar Tree,Delonix regia,19.30473493,76.49150625,54,31,2_5,24,Good,Ward 4,Pravin More,Good
346,4,W41709551681727-akK0O,Gulmohar Tree,Delonix regia,19.30471974,76.49157196,62,35,2_5,28,Good,Ward 4,Pravin More,Good
347,4,W41709551682316-akK0O,Gulmohar Tree,Delonix regia,19.30469759,76.49162862,74,42,2_5,33,Good,Ward 4,Pravin More,Good
348,4,W41709551683569-akK0O,Gulmohar Tree,Delonix regia,19.30468683,76.4917168,72,41,2_5,32,Good,Ward 4,Pravin More,Good
349,4,W41709551684075-akK0O,Gulmohar Tree,Delonix regia,19.30467006,76.49178151,52,30,2_5,23,Good,Ward 4,Pravin More,Good
350,4,W41709551684567-akK0O,Gulmohar Tree,Delonix regia,19.30465709,76.4918546,65,37,2_5,29,Good,Ward 4,Pravin More,Good
351,4,W41709551685936-akK0O,Gulmohar Tree,Delonix regia,19.30465329,76.49191964,62,35,2_5,28,Good,Ward 4,Pravin More,Good
352,4,W41709551687435-akK0O,Gulmohar Tree,Delonix regia,19.3047112,76.49199709,62,35,2_5,28,Good,Ward 4,Pravin More,Good
353,4,W41709551709938-akK0O,Tamarind Tree,Tamarindus indica,19.30489567,76.49236489,53,30,10_50,24,Good,Ward 4,Pravin More,Good
354,4,W41709551710837-akK0O,Tamarind Tree,Tamarindus indica,19.30490169,76.4922747,48,27,10_50,22,Good,Ward 4,Pravin More,Good
